cod,qty_solicitada,cod_status,transf_idx,lot_id_origem,lote_origem_nome,location_id_origem,qty_pretendida,qty_movida,transf_status,tempo_ms_transf
210030111,226276.0,DRY_RUN_OK,2,44108,83380,8,3396.0,3396.0,DRY_RUN_OK,50
210030010,236222.0,DRY_RUN_OK,1,59786,13233,8,7392.0,7392.0,DRY_RUN_OK,49
210030010,236222.0,DRY_RUN_OK,2,55889,85127,8,228830.0,228830.0,DRY_RUN_OK,48
210030105,256126.0,DRY_RUN_OK,1,51381,84482,8,256126.0,256126.0,DRY_RUN_OK,52
210030428,259576.0,DRY_RUN_OK,1,59669,13203,8,259576.0,259576.0,DRY_RUN_OK,53
210030007,291266.0,DRY_RUN_OK,1,33009,81223,8,74880.0,74880.0,DRY_RUN_OK,60
210030007,291266.0,DRY_RUN_OK,2,59670,92934,8,216386.0,216386.0,DRY_RUN_OK,56
210030328,322676.0,DRY_RUN_OK,1,59661,13203,8,75000.0,75000.0,DRY_RUN_OK,56
210030328,322676.0,DRY_RUN_OK,2,50010,26099,8,247676.0,247676.0,DRY_RUN_OK,62
207210014,372348.0,DRY_RUN_OK,1,59385,13192,8,1400.0,1400.0,DRY_RUN_OK,50
207210014,372348.0,DRY_RUN_OK,2,58499,13194,8,1400.0,1400.0,DRY_RUN_OK,66
207210014,372348.0,DRY_RUN_OK,3,59597,13210,8,321087.376,321087.376,DRY_RUN_OK,63
207210014,372348.0,DRY_RUN_OK,4,59278,13216,8,349.0,349.0,DRY_RUN_OK,62
207210014,372348.0,DRY_RUN_OK,5,59353,13217,8,1409.0,1409.0,DRY_RUN_OK,62
207210014,372348.0,DRY_RUN_OK,6,59304,13219,8,256.0,256.0,DRY_RUN_OK,54
